source,listing_id,district,lat,lon,property_type_ar,property_type_en,price_sar,area_sqm,price_per_sqm,bedrooms,bathrooms,age_years,listing_date,url
haraj,11179316723,النهضة,24.765381835483,46.822149802701,شقة,apartment,1500000.0,182.78,8206.59,4,,0,2026-04-23,https://haraj.com.sa/11179316723/شقة_مؤثثة_للبيع_حي_النهضة_جديدة/
haraj,11176296385,النهضة,24.767518909313,46.825736872423,Apartment,apartment,680000.0,99.35,6844.49,3,,,2026-03-01,https://haraj.com.sa/11176296385/شقة_مجددة_موقع_وسعر_ممتاز_550_الف_ريال/
haraj,11176059616,النهضة,24.778770282033,46.82808863699,فيلا,villa,3100000.0,412.5,7515.15,17,,,2026-02-25,https://haraj.com.sa/11176059616/فلتين_دور_وثلاث_شقق_مساحة_412_م_للبيع_في_حي_النهضه/
haraj,11175722211,النهضة,24.774454063657,46.831806098907,Apartment,apartment,850000.0,167.27,5081.6,3,,,2026-02-19,https://haraj.com.sa/11175722211/شقة_للبيع_في_حي_النهضة/
haraj,11175003654,النهضة,24.772515267388,46.830074456267,شقة,apartment,1300000.0,213.02,6102.71,6,,,2026-02-07,https://haraj.com.sa/11175003654/للبيع_شقه_دورين_حي_النهضه_في_عمارة_سكنية/
haraj,11173871928,النهضة,24.774454063657,46.831806098907,شقة,apartment,950000.0,180.0,5277.78,3,,,2026-01-21,https://haraj.com.sa/11173871928/شقه_في_حي_النهضه_للبيع/
haraj,11171655420,النهضة,24.76979607078,46.827835231616,Apartment,apartment,700000.0,110.71,6322.83,3,,,2025-12-15,https://haraj.com.sa/11171655420/للبيع_شقه_تمليك_حي_النهضة/
haraj,11179157473,الندوة,24.790681934458,46.864994743209,شقة,apartment,490.0,86.09,5.69,4,,0,2026-04-21,https://haraj.com.sa/11179157473/شقه_للبيع/
haraj,11178540272,الندوة,24.800511875418,46.876999629444,Apartment,apartment,590000.0,160.25,3681.75,4,,0,2026-04-11,https://haraj.com.sa/11178540272/شقه_للبيع_في_حي_الندوه_وبسعر_مناسب_جداا/
haraj,11177900269,المعيزلة,24.79403779823,46.825109406853,Apartment,apartment,930000.0,226.98,4097.28,3,,0,2026-04-01,https://haraj.com.sa/11177900269/شقة_للبيع_حي_الندوة/
haraj,11177476838,الندوة,24.800172027048,46.877054111815,شقة,apartment,480000.0,133.59,3593.08,4,,0,2026-03-24,https://haraj.com.sa/11177476838/شقق_تمليك_ادوار_فلل_حي_الندوه_للبيع/
haraj,11177437624,النظيم,24.800408078046,46.883761428329,شقة,apartment,450000.0,92.02,4890.24,4,,,2026-03-24,https://haraj.com.sa/11177437624/للبيع_شقة_في_حي_الندوه/
haraj,11176177507,النظيم,24.801825477895,46.883137084627,Apartment,apartment,550000.0,65.92,8343.45,5,,0,2026-02-27,https://haraj.com.sa/11176177507/للبيع_شقه_مع_سطح_حي_الندوه/
haraj,11175474318,الندوة,24.799357819471,46.883784441803,شقة,apartment,530000.0,127.36,4161.43,4,,0,2026-02-14,https://haraj.com.sa/11175474318/شقه_للبيع_بحي_الندوه_على_شارعين_مكان_مميز_قدام_مسجد_ومرفق/
haraj,11174935338,الندوة,24.798007117207,46.88256408847,Floor,apartment,750000.0,169.16,4433.67,4,,0,2026-02-06,https://haraj.com.sa/11174935338/شقة_للبيع_في_حي_الندوة_بموقع_مميز_وعلى_شارع_20_وبسعار_مناسب/
haraj,11172249307,الندوة,24.788848762869,46.868958994163,شقة,apartment,500000.0,126.85,3941.66,3,,0,2025-12-25,https://haraj.com.sa/11172249307/للبيع_شقه_مع_سطح_حي_الندوه/
haraj,11172119753,الوسام,24.912169498604,46.906855508854,Apartment,apartment,520000.0,116.69,4456.25,3,,0,2025-12-23,https://haraj.com.sa/11172119753/شقه_فاخره_للبيع_حي_الوسام/
haraj,11169789301,Al Bayan,24.866514137987,46.869444104412,Apartment,apartment,500000.0,126.85,3941.66,4,,0,2025-11-15,https://haraj.com.sa/11169789301/شقة_فاخرة_للبيع_حي_الندوة_الرياض/
haraj,11161563116,الندوة,,,Apartment,apartment,499000.0,65.33,7638.14,3,,0,2025-07-08,https://haraj.com.sa/11161563116/شقق_للبيع_في_حي_الندوة_السعر_499_الف/
haraj,11179524966,عكاظ,24.513217519718,46.688718452457,Apartment,apartment,450000.0,82.97,5423.65,2,,0,2026-04-27,https://haraj.com.sa/11179524966/شقه_للبيع/
haraj,11177463271,المهدية,24.660570141231,46.514907808865,Apartment,apartment,850000.0,120.94,7028.28,3,,0,2026-03-24,https://haraj.com.sa/11177463271/شقة_3_غرف_نوم_للبيع_في_المهديةالرياض/
haraj,11177462265,المهدية,24.656853713125,46.521036473196,Apartment,apartment,900000.0,131.81,6828.01,3,,0,2026-03-24,https://haraj.com.sa/11177462265/شقة_مكونة_من_3_غرف_نوم_للبيع_في_الهديةالرياض/
haraj,11173540202,المروة,24.538603998365,46.662997994012,مجمع,apartment,500000.0,91.45,5467.47,,,0,2026-01-16,https://haraj.com.sa/11173540202/شقق_سكنيه/
haraj,11172613840,المروة,24.538285785178,46.671475047666,Apartment,apartment,580000.0,198.0,2929.29,4,,0,2025-12-31,https://haraj.com.sa/11172613840/للعشق_التميز_والإبداع_شقه_للبيع/
haraj,11172253960,المروة,24.538239425882,46.66346060713,Apartment,apartment,500000.0,132.65,3769.32,4,,0,2025-12-25,https://haraj.com.sa/11172253960/للعشق_التميز_والإبداع_شقه_تشطيب_مودرن_للبيع/
haraj,11166547173,المروة,,,Apartment,apartment,680000.0,160.18,4245.22,5,,0,2025-09-25,https://haraj.com.sa/11166547173/شقق_للبيع_حي_المروه/
haraj,11177989282,العليا,24.709832187371,46.672619278787,شقَّة صغيرة (استوديو),apartment,1200000.0,50.8,23622.05,1,,,2026-04-02,https://haraj.com.sa/11177989282/استديو_للبيع_في_برج_داماك_العليا_الرياض/
haraj,11176518023,العليا,24.707432936003,46.668371308387,شقة,apartment,1400000.0,60.17,23267.41,3,,0,2026-03-05,https://haraj.com.sa/11176518023/للبيع_شقة_العليا_فرصة/
haraj,11176111881,العليا,24.709838589153,46.67265684824,Apartment,apartment,4000000.0,218.0,18348.62,3,,,2026-02-25,https://haraj.com.sa/11176111881/شقق_فاخرة_للبيع_في_ابراج_داماك_الرياض/
haraj,11175637787,العليا,24.709819401324,46.672504972014,Apartment,apartment,4000000.0,169.0,23668.64,3,,,2026-02-17,https://haraj.com.sa/11175637787/للبيع_شقة_فاخرة_في_برج_داماك/
haraj,11175620597,العارض,24.910081168644,46.61243254175,Apartment,apartment,1250000.0,166.5,7507.51,4,,0,2026-02-17,https://haraj.com.sa/11175620597/مشروع_ارفلون_شقق_تمليك_حي_العارض/
haraj,11175517302,العليا,24.708894132752,46.672716967269,Apartment,apartment,4000000.0,168.83,23692.47,3,,,2026-02-15,https://haraj.com.sa/11175517302/شقة_للبيع_ببرج_داماك_مطلة_على_برج_المملكة_والفيصلية/
haraj,11174103592,العليا,24.67735773447,46.69206826556,Apartment,apartment,50000.0,378.47,132.11,4,,,2026-01-24,https://haraj.com.sa/11174103592/شقة_للإيجار_الرياض_العليا_طريق_الملك_فهد_خلف_أسواق_التميمي/
haraj,11172487325,غرناطة,24.795871809611,46.750038956631,Apartment,apartment,1380000.0,164.0,8414.63,3,,,2025-12-29,https://haraj.com.sa/11172487325/شقة_للبيع/
haraj,11179955661,ضاحية نمار,24.511427124156,46.52657980745,شقة,apartment,500000.0,84.0,5952.38,5,,0,2026-05-04,https://haraj.com.sa/11179955661/شقة_للبيع/
haraj,11178645263,ضاحية نمار,24.51071827972,46.525291686783,Floor,apartment,950000.0,182.82,5196.37,6,,0,2026-04-13,https://haraj.com.sa/11178645263/للبيع_بضاحية_نمار_دور_أولدور_علوي_السطح_مؤسس_شقق_مستقبلية/
haraj,11176307457,ضاحية نمار,24.490427956911,46.50434708021,Apartment,apartment,600.0,124.13,4.83,4,,0,2026-03-01,https://haraj.com.sa/11176307457/شقة_للبيع/
haraj,11173734766,ضاحية نمار,24.483351539617,46.617171151155,Villa,villa,780000.0,248.05,3144.53,8,,0,2026-01-19,https://haraj.com.sa/11173734766/دور_أول_مع_شقة_ب_760الف/
haraj,11172088239,ضاحية نمار,24.479457853212,46.594103804628,شقة,apartment,550.0,86.87,6.33,4,,0,2025-12-23,https://haraj.com.sa/11172088239/شقه_للبيع/
haraj,11167678417,Dahiyat Namar,24.491075816325,46.530370815502,Apartment,apartment,540000.0,77.82,6939.09,4,,0,2025-10-13,https://haraj.com.sa/11167678417/شقه_سطح_للبيع/
haraj,11179640545,ظهرة لبن,24.636657807575,46.552300840636,شقة,apartment,700000.0,177.0,3954.8,5,,,2026-04-29,https://haraj.com.sa/11179640545/للبيع_شقه_بحي_لبن_الغربي_موقع_ممتاز/
haraj,11178492806,المهدية,24.647603527499,46.519573655566,Villa,villa,2500000.0,430.73,5804.1,6,,0,2026-04-10,https://haraj.com.sa/11178492806/شقق_جديده_للبيع_فى_لبن_4_غرف_وصاله_اسعار_600_الى_750_الف/
haraj,11173023999,ظهرة لبن,24.628237058855,46.549310138705,شقة,apartment,900000.0,200.25,4494.38,5,,,2026-01-07,https://haraj.com.sa/11173023999/شقة_للبيع_دورين/
haraj,11180168930,النسيم الشرقي,24.730559096094,46.853842669104,شقة,apartment,30000.0,70.0,428.57,1,,0,2026-05-07,https://haraj.com.sa/11180168930/شقق_مفروشه/
haraj,11179565682,النسيم الشرقي,24.754771383214,46.840274208074,شقة,apartment,620000.0,125.0,4960.0,3,,0,2026-04-27,https://haraj.com.sa/11179565682/شقه_للبيع/
haraj,11170908394,East Naseem,24.748986845331,46.847858571082,Apartment,apartment,750000.0,163.0,4601.23,4,,,2025-12-03,https://haraj.com.sa/11170908394/شقه_فاخرة_للبيع_في_مشروع_الصفوه/
haraj,11180595702,طويق,24.545804461762,46.828268486879,دور,apartment,600000.0,201.0,2985.07,5,,0,2026-05-14,https://haraj.com.sa/11180595702/دور_علوي_مع_شقة_بسعر_600_الف/
haraj,11180408985,طيبة,24.543664371581,46.820937774236,شقة,apartment,400000.0,162.0,2469.14,4,,0,2026-05-11,https://haraj.com.sa/11180408985/للبيع_شقق_وأدوار_ودوبلكسات_250_متر/
haraj,11179711071,طيبة,24.548798648335,46.808454542414,شقة,apartment,480000.0,81.64,5879.47,3,,0,2026-04-30,https://haraj.com.sa/11179711071/شقة_علوية_بمدخل_وبايكة_خاصة/
haraj,11179234013,طيبة,24.545530137114,46.80460095792,شقة,apartment,380000.0,87.06,4364.81,3,,0,2026-04-22,https://haraj.com.sa/11179234013/شقه_للبيع_فرصه_عقاريه/
haraj,11173339796,طيبة,24.553118660561,46.79989704193,دور,apartment,650000.0,224.63,2893.65,5,,0,2026-01-12,https://haraj.com.sa/11173339796/للبيع_دور_علوي_مع_شقة_280_م_بحي_طيبة_كود_22/
haraj,11172157438,طيبة,24.546494815936,46.802341255802,Floor,apartment,500000.0,102.08,4898.12,5,,0,2025-12-24,https://haraj.com.sa/11172157438/للبيع_شقة_بحي_طيبة_العزيزية_مساحة_102م_بمدخل_خاص_كود55/
haraj,11178696457,الملقا,24.784345827171,46.587528877214,عمارة,building,25000000.0,862.46,28986.85,22,,,2026-04-13,https://haraj.com.sa/11178696457/عماره_للبيع_حي_حطين/
haraj,11177786394,حطين,24.75032373973,46.588843983515,Apartment,apartment,2100000.0,146.0,14383.56,5,,,2026-03-30,https://haraj.com.sa/11177786394/شقة_للبيع_في_حطين_الثغر/
haraj,11176310920,حطين,24.774207940644,46.60876742864,شقة,apartment,1100000.0,129.0,8527.13,3,,,2026-03-01,https://haraj.com.sa/11176310920/شقة_3_غرف_للبيع_ب950_الف_حطين_الرياض_فرصه/
haraj,11176194204,حطين,24.750389469189,46.588962461105,شقة,apartment,2100000.0,146.0,14383.56,3,,,2026-02-27,https://haraj.com.sa/11176194204/شقة_فاخرة_للبيع_في_حي_حطين/
haraj,11175381474,حطين,24.775918770653,46.613228537013,Apartment,apartment,1100000.0,146.4,7513.66,4,,,2026-02-13,https://haraj.com.sa/11175381474/شقة_للبيع_حي_حطين/
haraj,11174038923,بدر,24.519703777598,46.726264875998,Room,apartment,14000.0,300.0,46.67,,,,2026-01-23,https://haraj.com.sa/11174038923/شقة_للبيع_حي_العارض/
haraj,11167689441,الملقا,24.779482817433,46.587086458091,شقة,apartment,1500000.0,159.09,9428.63,3,,,2025-10-13,https://haraj.com.sa/11167689441/شقة_للبيع/
haraj,11160238296,الملقا,,,,apartment,1200000.0,109.16,10993.04,2,,,2025-06-15,https://haraj.com.sa/11160238296/شقة_مؤثثة_للبيع_كمباوند_حطين_1_200_000/
haraj,11179513170,التعاون,24.769591942665,46.704490719532,شقة,apartment,1100000.0,137.0,8029.2,4,,,2026-04-27,https://haraj.com.sa/11179513170/للبيع_شقة_من_عمارة_دور_أرضيالرياض_حي_التعاون_1_100_000/
haraj,11177031145,التعاون,24.763791027694,46.697218903587,Apartment,apartment,1699000.0,111.04,15300.79,3,,0,2026-03-14,https://haraj.com.sa/11177031145/شقة_للبيع_حي_التعاون_مشروع_الين_126/
haraj,11173652471,الروابي,24.692154316979,46.795074705328,Apartment,apartment,1000000.0,193.7,5162.62,5,,,2026-01-17,https://haraj.com.sa/11173652471/للبيع_شقة_194م_الربوة/
haraj,11172359626,التعاون,24.775195361161,46.704254373869,شقة,apartment,1230000.0,122.84,10013.03,3,,,2025-12-27,https://haraj.com.sa/11172359626/للبيع_شقة_في_الماجدية_103_التعاون/
haraj,11171491452,التعاون,24.772237373323,46.694676326551,Apartment,apartment,1350000.0,149.0,9060.4,4,,,2025-12-13,https://haraj.com.sa/11171491452/شقه_للبيع_حي_التعاون_بالرياض/
haraj,11170352286,At Taawun,24.76978253264,46.702400228757,Apartment,apartment,1188000.0,1140.0,1042.11,2,,0,2025-11-24,https://haraj.com.sa/11170352286/شقق_فاخرة_للبيع_في_الرياض_حي_التعاون/
haraj,11169472251,Al Janadriyah,24.894322663593,46.95747594221,Apartment,apartment,490000.0,139.91,3502.25,5,,0,2025-11-10,https://haraj.com.sa/11169472251/شقة_للبيع_مميزة_بحي_الجنادرية/
haraj,11168973468,الجنادرية,24.902279208368,46.9,Apartment,apartment,460000.0,124.62,3691.22,4,,0,2025-11-02,https://haraj.com.sa/11168973468/شقة_مميزة_للبيع_بحي_الجنادرية/
haraj,11174338586,طويق,24.56369447065,46.559644175105,Apartment,apartment,600000.0,115.43,5197.96,2,,0,2026-01-28,https://haraj.com.sa/11174338586/للبيع_شقة_حي_طويق_بالأثاث_كامل/
haraj,11171440893,بدر,24.510725386634,46.730418139075,Building,building,490000.0,130.69,3749.33,4,,0,2025-12-12,https://haraj.com.sa/11171440893/شقق_للبيع_في_حي_بدر_الرياض/
haraj,11168364258,West Al Uraija,24.58172657809,46.595432602936,Villa,villa,2200000000.0,360.0,6111111.11,7,,0,2025-10-23,https://haraj.com.sa/11168364258/للبيع_دور_ثلاث_شقق/
haraj,11179514810,غرناطة,24.792436046504,46.761241540496,شقة,apartment,1100000.0,136.0,8088.24,3,3,,2026-04-27,https://haraj.com.sa/11179514810/للبيع_شقة_دور_علوي_من_عمارةالرياض_حي_غرناطة_1_100_000/
haraj,11174826137,المنار,24.725297511543,46.797210368911,دور,apartment,1450000.0,152.25,9523.81,4,,0,2026-02-05,https://haraj.com.sa/11174826137/شقه_ارضيه_مؤثثه_للبيع/
haraj,11174667784,بدر,24.51200131271,46.731274469557,Floor,apartment,765000.0,189.02,4047.19,7,,0,2026-02-02,https://haraj.com.sa/11174667784/دور_مع_ملحق_وسطح_مستقلللبيع_حي_بدر/
haraj,11173436265,غرناطة,24.793878273834,46.750281009819,Apartment,apartment,1150000.0,138.37,8311.05,4,,0,2026-01-14,https://haraj.com.sa/11173436265/للبيع_شقة_دور_ارضي_بحي_غرناطه/
haraj,11171699169,غرناطة,24.791854758989,46.76135399259,Apartment,apartment,900000.0,190.78,4717.48,4,,,2025-12-16,https://haraj.com.sa/11171699169/للبيع_شقه_تمليك_بحي_غرناطة_190م_مؤجرة/
haraj,11180707407,ديراب,24.510223832512,46.628985804156,Apartment,apartment,560000.0,111.11,5040.05,4,,0,2026-05-16,https://haraj.com.sa/11180707407/للبيع_شقة_جديدة_مع_سطح_خاص_في_مشارف_الحزم/
haraj,11180575398,الحزم,24.52433757583,46.637333457602,Apartment,apartment,390000.0,111.0,3513.51,3,,0,2026-05-14,https://haraj.com.sa/11180575398/للبيع_شقق_390_الف_في_مشارف_الحزم/
haraj,11179070996,ديراب,24.5116894892,46.630038486386,شقة,apartment,4300.0,145.28,29.6,6,,,2026-04-19,https://haraj.com.sa/11179070996/شقة_دور_أرضي_فخمة_للبيع_ديراب/
haraj,11175150169,ديراب,24.511884910732,46.629467266988,Apartment,apartment,400000.0,121.74,3285.69,3,,0,2026-02-10,https://haraj.com.sa/11175150169/فرصه_للبيع_شقه_جديده_حي_ديراب/
haraj,11171152739,ديراب,24.498451477735,46.618858247701,دور,apartment,750000.0,171.64,4369.61,6,,0,2025-12-07,https://haraj.com.sa/11171152739/تاون_هاوس_للبيع/
haraj,11171088971,ديراب,24.500575135836,46.622619107264,دور,apartment,650000.0,212.25,3062.43,7,,0,2025-12-06,https://haraj.com.sa/11171088971/شقق_نظام_تاون_هاوس/
haraj,11180460870,بدر,24.540716908635,46.693034152269,Apartment,apartment,380000.0,115.0,3304.35,3,,0,2026-05-12,https://haraj.com.sa/11180460870/للبيع_شقق_380_الف_في_حي_بدر_الشفا/
haraj,11180076558,عكاظ,24.50829753055,46.655989281329,شقة,apartment,400000.0,76.0,5263.16,3,,0,2026-05-06,https://haraj.com.sa/11180076558/للبيع_شقه_موسس_مصعد_حي_الشفاء_عكاظ/
haraj,11178484576,بدر,24.559931163524,46.721228265924,Apartment,apartment,700000.0,164.11,4265.43,4,,0,2026-04-10,https://haraj.com.sa/11178484576/شقة_للبيع_شارع_البيان_حي_الشفا/
haraj,11175471591,بدر,24.52898136231,46.690797137143,شقة,apartment,500000.0,169.0,2958.58,4,,,2026-02-14,https://haraj.com.sa/11175471591/شقة_للبيع_جنوب_الرياض_حي_بدر_الشفاء/
haraj,11179529733,الزهرة,24.587896472008,46.652063626586,Apartment,apartment,550000.0,138.1,3982.62,4,,0,2026-04-27,https://haraj.com.sa/11179529733/للبيع_شقه_جديدة_3_غرف_نوم/
haraj,11172434114,الزهرة,24.572024357164,46.643516627983,Apartment,apartment,620000.0,139.18,4454.66,5,,0,2025-12-28,https://haraj.com.sa/11172434114/شقق_للبيع/
haraj,11172270318,الزهرة,24.584405230167,46.64715442105,شقة,apartment,550000.0,127.03,4329.69,3,,0,2025-12-26,https://haraj.com.sa/11172270318/شقق_للبيع_غرب_الرياض_السويدي_حي_الزهرة/
haraj,11172065603,الزهرة,24.58464405234,46.64754343134,شقة,apartment,550000.0,127.03,4329.69,4,,0,2025-12-22,https://haraj.com.sa/11172065603/شقق_تمليك_في_السويدي/
haraj,11171510174,الزهرة,24.585053531359,46.64808911783,Building,building,600000.0,138.1,4344.68,6,,0,2025-12-13,https://haraj.com.sa/11171510174/شقق_للبيع_دور_واحد_في_السويدي/
haraj,11165728034,طويق,,,Apartment,apartment,580000.0,110.76,5236.55,3,,0,2025-09-12,https://haraj.com.sa/11165728034/شقق_للبيع/
haraj,11176041800,الروضة,24.73215682452,46.76566996306,شقة,apartment,1250000.0,148.58,8412.98,3,,,2026-02-24,https://haraj.com.sa/11176041800/شقه_فاخره_للبيع_بحي_الروضه/
haraj,11175776974,الروضة,24.73215682452,46.76566996306,شقة,apartment,1350000.0,148.58,9086.01,4,,,2026-02-20,https://haraj.com.sa/11175776974/شقة_فاخرة_للبيع_بالاثاث_حي_الروضة/
haraj,11175767468,الروضة,24.73215682452,46.76566996306,شقة,apartment,1350000.0,148.58,9086.01,3,,,2026-02-19,https://haraj.com.sa/11175767468/شقه_للبيع/
haraj,11167683913,Ar Rawdah,24.747962468682,46.773116590634,Apartment,apartment,1350000.0,148.58,9086.01,3,,,2025-10-13,https://haraj.com.sa/11167683913/شقة_فاخرة_مؤجرة_بدخل_ثابت_للبيع_في_حي_الروضة_للبيع/
haraj,11164356147,الروضة,,,Apartment,apartment,1100000.0,114.0,9649.12,2,,,2025-08-21,https://haraj.com.sa/11164356147/للبيع_شقة_مؤثثة_بحي_الروضة/
haraj,11179694323,الدريهمية,24.594778925412,46.694822755791,Office,apartment,3700.0,5000.0,0.74,150,,0,2026-04-29,https://haraj.com.sa/11179694323/شقه_للبيع_بحي_الندى/
haraj,11175406708,السويدي الغربي,24.576731676322,46.616241805683,Apartment,apartment,700000.0,91.05,7688.08,3,,0,2026-02-14,https://haraj.com.sa/11175406708/شقه_بسطح_واسع_للبيع_في_السويدي_الغربي/
haraj,11173431318,بدر,24.552046054784,46.725035825843,Apartment,apartment,410000.0,112.82,3634.11,4,,0,2026-01-14,https://haraj.com.sa/11173431318/شقة_علوية_للبيع_بحي_بدر2/
haraj,11173143733,الزهرة,24.581301460801,46.646503302211,Apartment,apartment,570000.0,138.1,4127.44,4,,0,2026-01-09,https://haraj.com.sa/11173143733/شقق_تمليك_في_السويدي/
haraj,11180304182,القدس,24.748002560279,46.753988191907,شقة,apartment,1300000.0,146.0,8904.11,4,,5,2026-05-09,https://haraj.com.sa/11180304182/للبيع_شقة_مؤثثه_بالقدس/
haraj,11176710157,الملقا,24.809509695363,46.594309102746,Apartment,apartment,1250000.0,111.09,11252.14,3,,,2026-03-08,https://haraj.com.sa/11176710157/شقه_للبيع_حي_الملقا/
haraj,11163734211,القدس,,,Apartment,apartment,1150000.0,128.38,8957.78,3,,,2025-08-12,https://haraj.com.sa/11163734211/للبيع_شقة_في_حي_القدس/
haraj,11160265606,القدس,,,Apartment,apartment,1400000.0,129.0,10852.71,3,,,2025-06-16,https://haraj.com.sa/11160265606/للبيع_شقة_مؤجرة_في_حي_القدس/
haraj,11147588832,القدس,,,عمارة,building,1335000.0,900.0,1483.33,39,,0,2024-11-12,https://haraj.com.sa/11147588832/شقة_للبيع/
haraj,11180695499,ظهرة لبن,24.62281583364,46.543315790232,شقة,apartment,750000.0,118.0,6355.93,2,,,2026-05-16,https://haraj.com.sa/11180695499/للبيع_شقة_في_حي_لبن/
haraj,11180678773,الحمراء,24.776047436977,46.765498454552,شقة,apartment,905785.0,99.0,9149.34,3,,0,2026-05-15,https://haraj.com.sa/11180678773/شقق_تمليك_للبيع_حي_الحمراء/
haraj,11175042316,الروابي,24.698359074777,46.798336568618,شقة,apartment,1000000.0,204.53,4889.26,3,,,2026-02-08,https://haraj.com.sa/11175042316/للبيع_شقة_في_حي_الروابي/
haraj,11167909693,الحمراء,24.786165965937,46.764802211158,Apartment,apartment,850000.0,157.7,5389.98,4,,,2025-10-16,https://haraj.com.sa/11167909693/للبيع_شقه_تمليك_بحي_الحمراء_شارع_الحياه_طابق_اول_157م/
haraj,11179491306,السعادة,24.684879934692,46.83,شقة,apartment,680000.0,148.26,4586.54,4,,,2026-04-26,https://haraj.com.sa/11179491306/شقة_شبه_جديد_و_مؤجرة_للبيع/
haraj,11176733577,الملك عبدالعزيز,24.68755714234,46.810186932747,شقة,apartment,7700001000.0,158.43,48601912.52,3,,,2026-03-09,https://haraj.com.sa/11176733577/شقة_للبيع_4_غرف_و_صاله/
haraj,11175889409,السعادة,24.695708106808,46.838106999363,شقة,apartment,850000.0,102.32,8307.27,4,,,2026-02-22,https://haraj.com.sa/11175889409/عرض_خاصشقة_مؤثثة_في_مشروع_أسس_بحي_السعادة/
haraj,11179827882,المهدية,24.64537009661,46.50245675306,Apartment,apartment,750000.0,1250.0,600.0,3,,0,2026-05-02,https://haraj.com.sa/11179827882/للبيع_شقق_مشروع_يماس_101_المهدية/
haraj,11178144203,القيروان,24.830262925884,46.588145415968,Apartment,apartment,1550000.0,143.6,10793.87,3,,,2026-04-05,https://haraj.com.sa/11178144203/شقة_أرضية_حي_القيروان_الرياضشارع_إبراهيم_بن_الأحمدي_/
haraj,11177833950,القيروان,24.81872785845,46.588733813313,Apartment,apartment,1900000.0,160.17,11862.4,5,,,2026-03-30,https://haraj.com.sa/11177833950/شقة_للبيع_حي_القيروانمدينة_الرياضمنطقة_الرياض/
haraj,11176067449,القيروان,24.825121713613,46.584127091293,Apartment,apartment,1100000.0,15214.0,72.3,4,3,,2026-02-25,https://haraj.com.sa/11176067449/للبيع_شقة_من_عمارة_دور_ثانيالرياض_حي_القيروان_1_100_000/
haraj,11173241699,القيروان,24.835451427068,46.599674433178,شقة,apartment,1100000.0,124.0,8870.97,3,,,2026-01-11,https://haraj.com.sa/11173241699/شقة_للبيع_بحي_القيروان/
haraj,11174390837,بدر,24.563663014404,46.716999632701,Floor,apartment,750000.0,183.37,4090.09,5,,0,2026-01-29,https://haraj.com.sa/11174390837/دور_اول_مع_شقة_للبيع_750_الف_وأرضي650_مكتمل_للخدمات/
haraj,11173416292,الندوة,24.793449258061,46.870210639512,Apartment,apartment,700000.0,152.28,4596.8,3,,,2026-01-13,https://haraj.com.sa/11173416292/للبيع_شقة_حي_الندوة_مع_المكيفات_والمطبخ/
haraj,11172976594,الزهرة,24.586332253906,46.651105071018,شقة,apartment,550000.0,127.03,4329.69,4,,0,2026-01-06,https://haraj.com.sa/11172976594/شقق_تمليك_فاخر_حي_السويدي_تبداء_من_550_الف/
haraj,11163582493,السويدي,,,شقة,apartment,650000.0,137.5,4727.27,5,,,2025-08-09,https://haraj.com.sa/11163582493/للبيع_شقه_تمليك_مرهونه_حي_السويدي/
haraj,11179024928,لبن,24.641733146875,46.598677199196,شقة.,apartment,1200000.0,200.42,5987.43,5,,,2026-04-19,https://haraj.com.sa/11179024928/شقة_للبيع_حي_لبن_الأحمدية/
haraj,11168693630,النزهة,24.758208552913,46.71206004188,Apartment,apartment,2100000.0,259.12,8104.35,4,,,2025-10-28,https://haraj.com.sa/11168693630/للبيع_شقه_تمليك_بحي_النزهه_259م_دورين/
haraj,11175535831,القادسية,24.803102196592,46.815473427254,Apartment,apartment,990000.0,171.75,5764.19,4,,,2026-02-15,https://haraj.com.sa/11175535831/شقة_دورين_تاون_هاوس_للبيع_حي_القادسية/
haraj,11173335902,الملك فيصل,24.771428251192,46.778836347676,شقة,apartment,950.0,85.04,11.17,3,,0,2026-01-12,https://haraj.com.sa/11173335902/شقة_للبيع_حي_الملك_فيصل/
haraj,11173053395,الملك فيصل,24.761620726633,46.775171563575,Apartment,apartment,950.0,94.44,10.06,3,,0,2026-01-08,https://haraj.com.sa/11173053395/شقة_للبيع_حي_الملك_فيصل/
haraj,11180029898,الروابي,24.69803311056,46.785142165301,شقة,apartment,980000.0,197.0,4974.62,4,,,2026-05-05,https://haraj.com.sa/11180029898/للبيع_شقة_في_حي_الروابي_في_مدينة_الرياض/
haraj,11179721298,الروابي,24.695314594095,46.787843044755,شقة,apartment,1000.0,176.0,5.68,4,,3,2026-04-30,https://haraj.com.sa/11179721298/للبيع_شقه_بحي_الروابي/
haraj,11176545656,الروابي,24.690741431088,46.783951807142,Apartment,apartment,820000.0,147.64,5554.05,4,,,2026-03-05,https://haraj.com.sa/11176545656/شقة_بموقع_مميز_للبيع_حي_الروابي/
haraj,11174081741,الروابي,24.689403704144,46.799091145203,Apartment,apartment,970000.0,125.0,7760.0,3,,0,2026-01-24,https://haraj.com.sa/11174081741/شقة_جديدة_للبيع_بحي_الروابي/
haraj,11175367960,الزهرة,24.580744541756,46.65146359757,Apartment,apartment,650000.0,127.06,5115.69,5,,0,2026-02-13,https://haraj.com.sa/11175367960/للبيع_شقق_تمليك_بحي_السويدي/
haraj,11175328549,الزهرة,24.580738037194,46.651486843436,Apartment,apartment,1000000.0,166.86,5993.05,6,,0,2026-02-12,https://haraj.com.sa/11175328549/للبيع_شقة_بالسويدي_كبيرة/
